AAC_1_.3000317.HM036080.131_596.51 Made AAC_1_.3000317.HM036080.131_596.51 into gene. strand=+, frame=0
QnrB12.3002726.AM774474.2431_3079.176 Made QnrB12.3002726.AM774474.2431_3079.176 into gene. strand=+, frame=0
QnrB13.3002727.EU273755.0_681.213 Made QnrB13.3002727.EU273755.0_681.213 into gene. strand=+, frame=0
QnrB14.3002728.EU273757.0_681.255 Made QnrB14.3002728.EU273757.0_681.255 into gene. strand=+, frame=0
QnrB15.3002730.EU302865.0_681.297 Made QnrB15.3002730.EU302865.0_681.297 into gene. strand=+, frame=0
QnrB16.3002731.EU136183.0_681.349 Made QnrB16.3002731.EU136183.0_681.349 into gene. strand=+, frame=0
QnrB17.3002732.AM919398.0_681.388 Made QnrB17.3002732.AM919398.0_681.388 into gene. strand=+, frame=0
QnrB18.3002733.AM919399.0_681.424 Made QnrB18.3002733.AM919399.0_681.424 into gene. strand=+, frame=0
QnrB19.3002734.JX298080.433_1078.484 Made QnrB19.3002734.JX298080.433_1078.484 into gene. strand=+, frame=0
QnrB2.3002715.EF488762.0_645.531 Made QnrB2.3002715.EF488762.0_645.531 into gene. strand=+, frame=0
QnrB20.3002735.AB379831.0_681.573 Made QnrB20.3002735.AB379831.0_681.573 into gene. strand=+, frame=0
QnrB21.3002736.FJ611948.0_645.609 Made QnrB21.3002736.FJ611948.0_645.609 into gene. strand=+, frame=0
QnrB22.3002737.FJ981621.0_648.689 Made QnrB22.3002737.FJ981621.0_648.689 into gene. strand=+, frame=0
QnrB23.3002738.FJ981622.0_681.720 Made QnrB23.3002738.FJ981622.0_681.720 into gene. strand=+, frame=0
QnrB24.3002739.HM192542.0_681.756 Made QnrB24.3002739.HM192542.0_681.756 into gene. strand=+, frame=0
QnrB25.3002740.HQ172108.0_645.73 Made QnrB25.3002740.HQ172108.0_645.73 into gene. strand=+, frame=0
QnrB26.3002741.HQ386846.0_681.114 Made QnrB26.3002741.HQ386846.0_681.114 into gene. strand=+, frame=0
QnrB27.3002742.HM439641.0_645.156 Made QnrB27.3002742.HM439641.0_645.156 into gene. strand=+, frame=0
QnrB28.3002743.HM439643.0_645.191 Made QnrB28.3002743.HM439643.0_645.191 into gene. strand=+, frame=0
QnrB29.3002744.HM439649.0_681.235 Made QnrB29.3002744.HM439649.0_681.235 into gene. strand=+, frame=0
QnrB3.3002716.DQ303920.0_681.277 Made QnrB3.3002716.DQ303920.0_681.277 into gene. strand=+, frame=0
QnrB30.3002745.HM439650.0_681.327 Made QnrB30.3002745.HM439650.0_681.327 into gene. strand=+, frame=0
QnrB31.3002746.HQ418999.0_681.369 Made QnrB31.3002746.HQ418999.0_681.369 into gene. strand=+, frame=0
QnrB32.3002747.JN173054.36_681.405 Made QnrB32.3002747.JN173054.36_681.405 into gene. strand=+, frame=0
QnrB33.3002748.JN173055.35_680.468 Made QnrB33.3002748.JN173055.35_680.468 into gene. strand=+, frame=0
QnrB34.3002749.JN173056.35_683.512 Made QnrB34.3002749.JN173056.35_683.512 into gene. strand=+, frame=0
QnrB35.3002750.JN173057.2306_2951.555 Made QnrB35.3002750.JN173057.2306_2951.555 into gene. strand=+, frame=0
QnrB36.3002751.JN173058.36_681.591 Made QnrB36.3002751.JN173058.36_681.591 into gene. strand=+, frame=0
QnrB37.3002752.JN173059.35_680.679 Made QnrB37.3002752.JN173059.35_680.679 into gene. strand=+, frame=0
QnrB38.3002753.JN173060.2306_2951.715 Made QnrB38.3002753.JN173060.2306_2951.715 into gene. strand=+, frame=0
QnrB4.3002718.DQ303921.0_648.748 Made QnrB4.3002718.DQ303921.0_648.748 into gene. strand=+, frame=0
QnrB42.3002757.JN680743.0_645.35 Made QnrB42.3002757.JN680743.0_645.35 into gene. strand=+, frame=0
QnrB46.3002761.HQ704413.0_681.89 Made QnrB46.3002761.HQ704413.0_681.89 into gene. strand=+, frame=0
QnrB47.3002762.JX440358.130_775.147 Made QnrB47.3002762.JX440358.130_775.147 into gene. strand=+, frame=0
QnrB48.3002763.JQ762640.36_681.177 Made QnrB48.3002763.JQ762640.36_681.177 into gene. strand=+, frame=0
QnrB49.3002764.JQ582718.0_681.214 Made QnrB49.3002764.JQ582718.0_681.214 into gene. strand=+, frame=0
QnrB5.3002719.DQ303919.0_681.256 Made QnrB5.3002719.DQ303919.0_681.256 into gene. strand=+, frame=0
QnrB50.3002765.JX440357.135_780.298 Made QnrB50.3002765.JX440357.135_780.298 into gene. strand=+, frame=0
QnrB54.3002767.HE820727.586_1231.350 Made QnrB54.3002767.HE820727.586_1231.350 into gene. strand=+, frame=0
QnrB55.3002768.KF730650.0_645.389 Made QnrB55.3002768.KF730650.0_645.389 into gene. strand=+, frame=0
QnrB56.3002769.JX259317.0_681.425 Made QnrB56.3002769.JX259317.0_681.425 into gene. strand=+, frame=0
QnrB57.3002770.JX259318.0_681.485 Made QnrB57.3002770.JX259318.0_681.485 into gene. strand=+, frame=0
QnrB58.3002771.JX259319.0_681.532 Made QnrB58.3002771.JX259319.0_681.532 into gene. strand=+, frame=0
QnrB59.3002772.JX259320.0_681.574 Made QnrB59.3002772.JX259320.0_681.574 into gene. strand=+, frame=0
QnrB6.3002720.EF520349.0_681.610 Made QnrB6.3002720.EF520349.0_681.610 into gene. strand=+, frame=0
QnrB60.3002773.AB734055.376_1021.690 Made QnrB60.3002773.AB734055.376_1021.690 into gene. strand=+, frame=0
QnrB61.3002774.AB734053.2303_2948.721 Made QnrB61.3002774.AB734053.2303_2948.721 into gene. strand=+, frame=0
QnrB62.3002775.JX987101.0_681.757 Made QnrB62.3002775.JX987101.0_681.757 into gene. strand=+, frame=0
QnrB64.3002776.KC580653.0_645.74 Made QnrB64.3002776.KC580653.0_645.74 into gene. strand=+, frame=0
QnrB65.3002777.KC580654.0_645.115 Made QnrB65.3002777.KC580654.0_645.115 into gene. strand=+, frame=0
QnrB66.3002778.KC580655.0_645.157 Made QnrB66.3002778.KC580655.0_645.157 into gene. strand=+, frame=0
QnrB67.3002779.KC580656.0_645.192 Made QnrB67.3002779.KC580656.0_645.192 into gene. strand=+, frame=0
QnrB68.3002780.KC580657.0_645.236 Made QnrB68.3002780.KC580657.0_645.236 into gene. strand=+, frame=0
QnrB69.3002781.KC580658.0_645.278 Made QnrB69.3002781.KC580658.0_645.278 into gene. strand=+, frame=0
QnrB7.3002721.EU043311.0_645.328 Made QnrB7.3002721.EU043311.0_645.328 into gene. strand=+, frame=0
QnrB70.3002782.KC580659.0_645.370 Made QnrB70.3002782.KC580659.0_645.370 into gene. strand=+, frame=0
QnrB71.3002783.KC580660.0_645.406 Made QnrB71.3002783.KC580660.0_645.406 into gene. strand=+, frame=0
QnrB72.3002784.KC741443.0_645.469 Made QnrB72.3002784.KC741443.0_645.469 into gene. strand=+, frame=0
QnrB73.3002785.KF443075.0_645.513 Made QnrB73.3002785.KF443075.0_645.513 into gene. strand=+, frame=0
QnrB74.3002786.KJ415247.0_645.556 Made QnrB74.3002786.KJ415247.0_645.556 into gene. strand=+, frame=0
QnrB8.3002722.EU043312.0_645.592 Made QnrB8.3002722.EU043312.0_645.592 into gene. strand=+, frame=0
QnrB9.3002723.EF526508.0_645.681 Made QnrB9.3002723.EF526508.0_645.681 into gene. strand=+, frame=0
QnrC.3002787.EU917444.1716_2382.508 Made QnrC.3002787.EU917444.1716_2382.508 into gene. strand=+, frame=0
QnrD1.3002788.FJ228229.553_1198.746 Made QnrD1.3002788.FJ228229.553_1198.746 into gene. strand=+, frame=0
QnrD2.3002789.KJ158441.2732_3377.33 Made QnrD2.3002789.KJ158441.2732_3377.33 into gene. strand=+, frame=0
QnrS1.3002790.DQ449578.0_657.87 Made QnrS1.3002790.DQ449578.0_657.87 into gene. strand=+, frame=0
QnrS2.3002791.DQ485530.0_657.145 Made QnrS2.3002791.DQ485530.0_657.145 into gene. strand=+, frame=0
QnrS4.3002793.FJ418153.0_657.212 Made QnrS4.3002793.FJ418153.0_657.212 into gene. strand=+, frame=0
QnrS5.3002794.HQ631377.0_657.254 Made QnrS5.3002794.HQ631377.0_657.254 into gene. strand=+, frame=0
QnrS6.3002795.HQ631376.0_657.296 Made QnrS6.3002795.HQ631376.0_657.296 into gene. strand=+, frame=0
QnrS7.3002796.KF730651.0_657.348 Made QnrS7.3002796.KF730651.0_657.348 into gene. strand=+, frame=0
QnrS8.3002797.KF730652.0_657.387 Made QnrS8.3002797.KF730652.0_657.387 into gene. strand=+, frame=0
QnrS9.3002798.KF732714.0_657.632 Made QnrS9.3002798.KF732714.0_657.632 into gene. strand=+, frame=0
QnrVC1.3002799.EU436855.1401_2058.423 Made QnrVC1.3002799.EU436855.1401_2058.423 into gene. strand=+, frame=0
QnrVC3.3002800.HM015626.883_1540.483 Made QnrVC3.3002800.HM015626.883_1540.483 into gene. strand=+, frame=0
QnrVC4.3002801.GQ891757.2004_2661.530 Made QnrVC4.3002801.GQ891757.2004_2661.530 into gene. strand=+, frame=0
QnrVC5.3002802.JN408080.0_657.572 Made QnrVC5.3002802.JN408080.0_657.572 into gene. strand=+, frame=0
QnrVC6.3002803.KC202804.3874_4531.631 Made QnrVC6.3002803.KC202804.3874_4531.631 into gene. strand=+, frame=0
QnrVC7.3003193.KM555152.0_657.3307 Made QnrVC7.3003193.KM555152.0_657.3307 into gene. strand=+, frame=0
ROB_1.3002995.X52872.220_1138.1386 Made ROB_1.3002995.X52872.220_1138.1386 into gene. strand=+, frame=0
RbpA.3000245.HQ203032.0_345.356 Made RbpA.3000245.HQ203032.0_345.356 into gene. strand=+, frame=0
RlmA_II_.3001301.CP007593.1.2148923_2149772.3534 Made RlmA_II_.3001301.CP007593.1.2148923_2149772.3534 into gene. strand=+, frame=0
Rm3_beta_lactamase.3003894.KF485393.2.6723_7632.3669 Made Rm3_beta_lactamase.3003894.KF485393.2.6723_7632.3669 into gene. strand=+, frame=0
SFB_1.3003557.AY590119.0_735.3311 Made SFB_1.3003557.AY590119.0_735.3311 into gene. strand=+, frame=0
SHV_1.3001059.FJ668814.76_937.1469 Made SHV_1.3001059.FJ668814.76_937.1469 into gene. strand=+, frame=0
SHV_100.3001338.AM941846.0_900.1542 Made SHV_100.3001338.AM941846.0_900.1542 into gene. strand=+, frame=0
SHV_101.3001150.EU155018.0_861.1620 Made SHV_101.3001150.EU155018.0_861.1620 into gene. strand=+, frame=0
SHV_102.3001151.EU024485.0_861.1697 Made SHV_102.3001151.EU024485.0_861.1697 into gene. strand=+, frame=0
SHV_103.3001152.EU032604.0_861.1772 Made SHV_103.3001152.EU032604.0_861.1772 into gene. strand=+, frame=0
SHV_104.3001153.EU274581.0_861.1850 Made SHV_104.3001153.EU274581.0_861.1850 into gene. strand=+, frame=0
SHV_105.3001154.FJ194944.46_907.1941 Made SHV_105.3001154.FJ194944.46_907.1941 into gene. strand=+, frame=0
SHV_106.3001155.AM941847.0_861.2019 Made SHV_106.3001155.AM941847.0_861.2019 into gene. strand=+, frame=0
SHV_107.3001156.AM941848.0_861.818 Made SHV_107.3001156.AM941848.0_861.818 into gene. strand=+, frame=0
SHV_108.3001157.HM751100.0_861.899 Made SHV_108.3001157.HM751100.0_861.899 into gene. strand=+, frame=0
SHV_109.3001158.EU418913.16_877.985 Made SHV_109.3001158.EU418913.16_877.985 into gene. strand=+, frame=0
SHV_11.3001070.X98101.73_934.1062 Made SHV_11.3001070.X98101.73_934.1062 into gene. strand=+, frame=0
SHV_110.3001159.HQ877615.0_861.1143 Made SHV_110.3001159.HQ877615.0_861.1143 into gene. strand=+, frame=0
SHV_111.3001160.AB372881.8_869.1230 Made SHV_111.3001160.AB372881.8_869.1230 into gene. strand=+, frame=0
SHV_119.3001340.KJ776406.16_877.1387 Made SHV_119.3001340.KJ776406.16_877.1387 into gene. strand=+, frame=0
SHV_120.3001167.JF812965.0_861.1543 Made SHV_120.3001167.JF812965.0_861.1543 into gene. strand=+, frame=0
SHV_121.3001168.HQ661362.71_932.1621 Made SHV_121.3001168.HQ661362.71_932.1621 into gene. strand=+, frame=0
SHV_128.3001175.GU932590.0_861.900 Made SHV_128.3001175.GU932590.0_861.900 into gene. strand=+, frame=0
SHV_129.3001176.GU827715.0_861.986 Made SHV_129.3001176.GU827715.0_861.986 into gene. strand=+, frame=0
SHV_13.3001072.AF164577.0_861.1063 Made SHV_13.3001072.AF164577.0_861.1063 into gene. strand=+, frame=0
SHV_133.3001177.AB551737.14_875.1144 Made SHV_133.3001177.AB551737.14_875.1144 into gene. strand=+, frame=0
SHV_134.3001178.HM559945.0_861.1231 Made SHV_134.3001178.HM559945.0_861.1231 into gene. strand=+, frame=0
SHV_135.3001179.HQ637576.0_861.1311 Made SHV_135.3001179.HQ637576.0_861.1311 into gene. strand=+, frame=0
SHV_137.3001181.HQ661363.71_932.1388 Made SHV_137.3001181.HQ661363.71_932.1388 into gene. strand=+, frame=0
SHV_14.3001073.AF226622.54_915.1471 Made SHV_14.3001073.AF226622.54_915.1471 into gene. strand=+, frame=0
SHV_141.3001183.JQ388884.0_861.1634 Made SHV_141.3001183.JQ388884.0_861.1634 into gene. strand=+, frame=0
SHV_142.3001184.JQ029959.28_889.1711 Made SHV_142.3001184.JQ029959.28_889.1711 into gene. strand=+, frame=0
SHV_143.3001344.JQ341060.881_1742.1787 Made SHV_143.3001344.JQ341060.881_1742.1787 into gene. strand=-, frame=1
SHV_144.3001345.JQ926986.0_861.1871 Made SHV_144.3001345.JQ926986.0_861.1871 into gene. strand=+, frame=0
SHV_145.3001185.JX013655.0_861.1943 Made SHV_145.3001185.JX013655.0_861.1943 into gene. strand=+, frame=0
SHV_15.3001074.AJ011428.0_861.987 Made SHV_15.3001074.AJ011428.0_861.987 into gene. strand=+, frame=0
SHV_156.3001195.JX121123.0_861.1558 Made SHV_156.3001195.JX121123.0_861.1558 into gene. strand=+, frame=0
SHV_157.3001196.JX121124.0_861.1635 Made SHV_157.3001196.JX121124.0_861.1635 into gene. strand=+, frame=0
SHV_16.3001075.AF072684.117_993.1872 Made SHV_16.3001075.AF072684.117_993.1872 into gene. strand=+, frame=0
SHV_160.3001199.JX121127.0_861.1944 Made SHV_160.3001199.JX121127.0_861.1944 into gene. strand=+, frame=0
SHV_161.3001200.JX121128.0_861.2022 Made SHV_161.3001200.JX121128.0_861.2022 into gene. strand=+, frame=0
SHV_164.3001347.HE981194.0_861.988 Made SHV_164.3001347.HE981194.0_861.988 into gene. strand=+, frame=0
SHV_168.3001352.JX870080.0_861.1233 Made SHV_168.3001352.JX870080.0_861.1233 into gene. strand=+, frame=0
SHV_172.3001356.KF513177.0_861.1313 Made SHV_172.3001356.KF513177.0_861.1313 into gene. strand=+, frame=0
SHV_173.3001357.KF513178.0_861.1390 Made SHV_173.3001357.KF513178.0_861.1390 into gene. strand=+, frame=0
SHV_178.3001361.KF705209.0_861.1473 Made SHV_178.3001361.KF705209.0_861.1473 into gene. strand=+, frame=0
SHV_179.3001362.KF705208.0_861.1559 Made SHV_179.3001362.KF705208.0_861.1559 into gene. strand=+, frame=0
SHV_18.3001076.AF132290.87_948.1636 Made SHV_18.3001076.AF132290.87_948.1636 into gene. strand=+, frame=0
SHV_180.3001350.KP050487.1.0_861.3768 Made SHV_180.3001350.KP050487.1.0_861.3768 into gene. strand=+, frame=0
SHV_181.3001363.KP050488.0_861.2123 Made SHV_181.3001363.KP050488.0_861.2123 into gene. strand=+, frame=0
SHV_182.3001364.KP050489.0_861.2124 Made SHV_182.3001364.KP050489.0_861.2124 into gene. strand=+, frame=0
SHV_183.3001351.HG934764.0_864.1945 Made SHV_183.3001351.HG934764.0_864.1945 into gene. strand=+, frame=0
SHV_185.3003152.KM233164.0_861.2023 Made SHV_185.3003152.KM233164.0_861.2023 into gene. strand=+, frame=0
SHV_186.3003153.KM233165.0_861.832 Made SHV_186.3003153.KM233165.0_861.832 into gene. strand=+, frame=0
SHV_187.3003154.LN515533.0_867.917 Made SHV_187.3003154.LN515533.0_867.917 into gene. strand=+, frame=0
SHV_188.3003155.LN515534.0_873.989 Made SHV_188.3003155.LN515534.0_873.989 into gene. strand=+, frame=0
SHV_189.3003156.KP050494.0_861.2125 Made SHV_189.3003156.KP050494.0_861.2125 into gene. strand=+, frame=0
SHV_2.3001060.AF148851.5_866.1234 Made SHV_2.3001060.AF148851.5_866.1234 into gene. strand=+, frame=0
SHV_24.3001082.AB023477.0_861.1637 Made SHV_24.3001082.AB023477.0_861.1637 into gene. strand=+, frame=0
SHV_25.3001083.AF208796.0_861.1713 Made SHV_25.3001083.AF208796.0_861.1713 into gene. strand=+, frame=0
SHV_26.3001084.AF227204.73_934.1789 Made SHV_26.3001084.AF227204.73_934.1789 into gene. strand=+, frame=0
SHV_27.3001085.AF293345.0_861.1873 Made SHV_27.3001085.AF293345.0_861.1873 into gene. strand=+, frame=0
SHV_28.3001086.AF299299.0_861.1946 Made SHV_28.3001086.AF299299.0_861.1946 into gene. strand=+, frame=0
SHV_29.3001087.AF301532.7_868.2024 Made SHV_29.3001087.AF301532.7_868.2024 into gene. strand=+, frame=0
SHV_2A.3001061.X98102.73_934.833 Made SHV_2A.3001061.X98102.73_934.833 into gene. strand=+, frame=0
SHV_3.3001062.NG_050068.100_961.3691 Made SHV_3.3001062.NG_050068.100_961.3691 into gene. strand=+, frame=0
SHV_30.3001088.AY661885.48_909.918 Made SHV_30.3001088.AY661885.48_909.918 into gene. strand=+, frame=0
SHV_31.3001089.AY277255.66_927.990 Made SHV_31.3001089.AY277255.66_927.990 into gene. strand=+, frame=0
SHV_32.3001090.AY037778.91_952.1066 Made SHV_32.3001090.AY037778.91_952.1066 into gene. strand=+, frame=0
SHV_33.3001091.JX268631.0_861.1148 Made SHV_33.3001091.JX268631.0_861.1148 into gene. strand=+, frame=0
SHV_34.3001092.AY036620.88_949.1235 Made SHV_34.3001092.AY036620.88_949.1235 into gene. strand=+, frame=0
SHV_35.3001093.AY070258.0_861.1315 Made SHV_35.3001093.AY070258.0_861.1315 into gene. strand=+, frame=0
SHV_36.3001094.AF467947.0_861.1392 Made SHV_36.3001094.AF467947.0_861.1392 into gene. strand=+, frame=0
SHV_37.3001095.AF467948.0_861.1475 Made SHV_37.3001095.AF467948.0_861.1475 into gene. strand=+, frame=0
SHV_38.3001096.AY079099.148_1009.1561 Made SHV_38.3001096.AY079099.148_1009.1561 into gene. strand=+, frame=0
SHV_40.3001098.AF535128.0_861.1714 Made SHV_40.3001098.AF535128.0_861.1714 into gene. strand=+, frame=0
SHV_41.3001099.AF535129.0_861.1790 Made SHV_41.3001099.AF535129.0_861.1790 into gene. strand=+, frame=0
SHV_42.3001100.AF535130.0_861.1874 Made SHV_42.3001100.AF535130.0_861.1874 into gene. strand=+, frame=0
SHV_43.3001101.AY065991.6_867.1947 Made SHV_43.3001101.AY065991.6_867.1947 into gene. strand=+, frame=0
SHV_44.3001102.AY259119.116_977.2025 Made SHV_44.3001102.AY259119.116_977.2025 into gene. strand=+, frame=0
SHV_45.3001103.AF547625.0_861.834 Made SHV_45.3001103.AF547625.0_861.834 into gene. strand=+, frame=0
SHV_46.3001104.AY210887.111_972.919 Made SHV_46.3001104.AY210887.111_972.919 into gene. strand=+, frame=0
SHV_48.3001105.AY263404.0_861.991 Made SHV_48.3001105.AY263404.0_861.991 into gene. strand=+, frame=0
SHV_49.3001106.AY528718.413_1274.1067 Made SHV_49.3001106.AY528718.413_1274.1067 into gene. strand=+, frame=0
SHV_5.3001064.X55640.111_972.1149 Made SHV_5.3001064.X55640.111_972.1149 into gene. strand=+, frame=0
SHV_50.3001107.AY288915.0_861.1236 Made SHV_50.3001107.AY288915.0_861.1236 into gene. strand=+, frame=0
SHV_51.3001108.AY289548.0_861.1316 Made SHV_51.3001108.AY289548.0_861.1316 into gene. strand=+, frame=0
SHV_52.3001109.HQ845196.0_861.1393 Made SHV_52.3001109.HQ845196.0_861.1393 into gene. strand=+, frame=0
SHV_55.3001111.AJ863560.0_861.1562 Made SHV_55.3001111.AJ863560.0_861.1562 into gene. strand=+, frame=0
SHV_56.3001112.EU586041.0_861.1639 Made SHV_56.3001112.EU586041.0_861.1639 into gene. strand=+, frame=0
SHV_57.3001113.AY223863.170_1031.1715 Made SHV_57.3001113.AY223863.170_1031.1715 into gene. strand=+, frame=0
SHV_59.3001114.AY790341.0_861.1791 Made SHV_59.3001114.AY790341.0_861.1791 into gene. strand=+, frame=0
SHV_60.3001115.AB302939.8_869.1948 Made SHV_60.3001115.AB302939.8_869.1948 into gene. strand=+, frame=0
SHV_61.3001116.AJ866284.0_861.2026 Made SHV_61.3001116.AJ866284.0_861.2026 into gene. strand=+, frame=0
SHV_62.3001117.AJ866285.0_861.839 Made SHV_62.3001117.AJ866285.0_861.839 into gene. strand=+, frame=0
SHV_63.3001118.EU342351.172_1033.920 Made SHV_63.3001118.EU342351.172_1033.920 into gene. strand=+, frame=0
SHV_64.3001119.DQ174304.4_865.992 Made SHV_64.3001119.DQ174304.4_865.992 into gene. strand=+, frame=0
SHV_65.3001120.DQ174305.4_865.1068 Made SHV_65.3001120.DQ174305.4_865.1068 into gene. strand=+, frame=0
SHV_66.3001121.DQ174306.4_865.1150 Made SHV_66.3001121.DQ174306.4_865.1150 into gene. strand=+, frame=0
SHV_67.3001122.DQ174307.4_865.1237 Made SHV_67.3001122.DQ174307.4_865.1237 into gene. strand=+, frame=0
SHV_69.3001123.DQ174308.4_865.1317 Made SHV_69.3001123.DQ174308.4_865.1317 into gene. strand=+, frame=0
SHV_7.3001066.U20270.124_985.1394 Made SHV_7.3001066.U20270.124_985.1394 into gene. strand=+, frame=0
SHV_70.3001124.DQ013287.0_861.1485 Made SHV_70.3001124.DQ013287.0_861.1485 into gene. strand=+, frame=0
SHV_71.3001125.AM176546.0_861.1563 Made SHV_71.3001125.AM176546.0_861.1563 into gene. strand=+, frame=0
SHV_72.3001126.AM176547.30_891.1640 Made SHV_72.3001126.AM176547.30_891.1640 into gene. strand=+, frame=0
SHV_73.3001127.AM176548.16_874.1716 Made SHV_73.3001127.AM176548.16_874.1716 into gene. strand=+, frame=0
SHV_74.3001128.AM176549.30_891.1792 Made SHV_74.3001128.AM176549.30_891.1792 into gene. strand=+, frame=0
SHV_75.3001129.AM176550.30_891.1876 Made SHV_75.3001129.AM176550.30_891.1876 into gene. strand=+, frame=0
SHV_76.3001130.AM176551.30_891.1949 Made SHV_76.3001130.AM176551.30_891.1949 into gene. strand=+, frame=0
SHV_77.3001131.AM176552.30_891.2027 Made SHV_77.3001131.AM176552.30_891.2027 into gene. strand=+, frame=0
SHV_78.3001132.AM176553.30_891.840 Made SHV_78.3001132.AM176553.30_891.840 into gene. strand=+, frame=0
SHV_79.3001133.AM176554.30_891.921 Made SHV_79.3001133.AM176554.30_891.921 into gene. strand=+, frame=0
SHV_8.3001067.U92041.0_861.993 Made SHV_8.3001067.U92041.0_861.993 into gene. strand=+, frame=0
SHV_80.3001134.AM176555.0_861.1069 Made SHV_80.3001134.AM176555.0_861.1069 into gene. strand=+, frame=0
SHV_81.3001135.AM176556.25_886.1151 Made SHV_81.3001135.AM176556.25_886.1151 into gene. strand=+, frame=0
SHV_82.3001136.AM176557.0_861.1238 Made SHV_82.3001136.AM176557.0_861.1238 into gene. strand=+, frame=0
SHV_85.3001139.DQ322460.15_876.1486 Made SHV_85.3001139.DQ322460.15_876.1486 into gene. strand=+, frame=0
SHV_86.3001140.DQ328802.0_861.1564 Made SHV_86.3001140.DQ328802.0_861.1564 into gene. strand=+, frame=0
SHV_89.3001141.DQ193536.0_861.1641 Made SHV_89.3001141.DQ193536.0_861.1641 into gene. strand=+, frame=0
SHV_9.3001068.S82452.120_978.1717 Made SHV_9.3001068.S82452.120_978.1717 into gene. strand=+, frame=0
SHV_92.3001144.DQ836922.0_861.1793 Made SHV_92.3001144.DQ836922.0_861.1793 into gene. strand=+, frame=0
SHV_93.3001145.EF373969.0_861.1877 Made SHV_93.3001145.EF373969.0_861.1877 into gene. strand=+, frame=0
SHV_94.3001146.EF373970.0_861.1950 Made SHV_94.3001146.EF373970.0_861.1950 into gene. strand=+, frame=0
SHV_95.3001147.EF373972.0_861.2028 Made SHV_95.3001147.EF373972.0_861.2028 into gene. strand=+, frame=0
SHV_96.3001148.EF373971.0_861.841 Made SHV_96.3001148.EF373971.0_861.841 into gene. strand=+, frame=0
SHV_97.3001149.EF373973.0_861.922 Made SHV_97.3001149.EF373973.0_861.922 into gene. strand=+, frame=0
SHV_98.3001336.AM941844.0_861.994 Made SHV_98.3001336.AM941844.0_861.994 into gene. strand=+, frame=0
SHV_99.3001337.AM941845.0_861.1070 Made SHV_99.3001337.AM941845.0_861.1070 into gene. strand=+, frame=0
SIM_1_beta_lactamase.3000846.GQ288397.0_741.1152 Made SIM_1_beta_lactamase.3000846.GQ288397.0_741.1152 into gene. strand=+, frame=0
SLB_1.3003556.AY590118.0_750.3312 Made SLB_1.3003556.AY590118.0_750.3312 into gene. strand=+, frame=0
SMB_1_beta_lactamase.3000854.AB636283.0_843.1239 Made SMB_1_beta_lactamase.3000854.AB636283.0_843.1239 into gene. strand=+, frame=0
SME_1.3002379.Z28968.0_885.1319 Made SME_1.3002379.Z28968.0_885.1319 into gene. strand=+, frame=0
SME_2.3002380.AF275256.0_885.1396 Made SME_2.3002380.AF275256.0_885.1396 into gene. strand=+, frame=0
SME_3.3002381.AY584237.123_1008.1487 Made SME_3.3002381.AY584237.123_1008.1487 into gene. strand=+, frame=0
SME_4.3002382.KF481967.0_885.1565 Made SME_4.3002382.KF481967.0_885.1565 into gene. strand=+, frame=0
SME_5.3002383.KJ188748.0_885.1642 Made SME_5.3002383.KJ188748.0_885.1642 into gene. strand=+, frame=0
SPG_1.3003720.KP109680.1254_2112.3435 Made SPG_1.3003720.KP109680.1254_2112.3435 into gene. strand=-, frame=0
SPM_1.3003793.AJ492820.1.404_1235.3564 Made SPM_1.3003793.AJ492820.1.404_1235.3564 into gene. strand=+, frame=0
SRT_1.3002493.AB008454.153_1290.1718 Made SRT_1.3002493.AB008454.153_1290.1718 into gene. strand=+, frame=0
SRT_2.3002494.AY524276.0_1137.1794 Made SRT_2.3002494.AY524276.0_1137.1794 into gene. strand=+, frame=0
Sed1_beta_lactamase.3003561.AF321608.0_888.3310 Made Sed1_beta_lactamase.3003561.AF321608.0_888.3310 into gene. strand=+, frame=0
Sfh_1.3000849.AF197943.0_705.1878 Made Sfh_1.3000849.AF197943.0_705.1878 into gene. strand=+, frame=0
Staphylococcus_aureus_cls.3003074.NC_007795.2155375_2156860.740 Made Staphylococcus_aureus_cls.3003074.NC_007795.2155375_2156860.740 into gene. strand=+, frame=0
Streptococcus_pneumoniae_PBP1a.3003041.JN645776.0_2160.692 Made Streptococcus_pneumoniae_PBP1a.3003041.JN645776.0_2160.692 into gene. strand=+, frame=0
Streptococcus_pneumoniae_PBP2b.3003042.NC_003098.1.1494215_1496273.3737 Made Streptococcus_pneumoniae_PBP2b.3003042.NC_003098.1.1494215_1496273.3737 into gene. strand=-, frame=0
Streptococcus_pneumoniae_PBP2x.3003043.JN645706.0_2253.331 Made Streptococcus_pneumoniae_PBP2x.3003043.JN645706.0_2253.331 into gene. strand=+, frame=0
Streptomyces_cinnamoneus_EF_Tu.3003359.X98831.1.361_1555.3578 Made Streptomyces_cinnamoneus_EF_Tu.3003359.X98831.1.361_1555.3578 into gene. strand=+, frame=0
TEM_1.3000873.AL513383.161910_162771.1951 Made TEM_1.3000873.AL513383.161910_162771.1951 into gene. strand=+, frame=0
TEM_10.3000882.AF093512.197_1058.2029 Made TEM_10.3000882.AF093512.197_1058.2029 into gene. strand=+, frame=0
TEM_101.3000964.AF495873.0_861.842 Made TEM_101.3000964.AF495873.0_861.842 into gene. strand=+, frame=0
